trip_id,date,mean_wind,inches_precip,trip_duration_minutes,trip_revenue,is_weekday
14716,2020-01-17,7.6,0.2,15.95,21,True
14717,2020-01-17,7.6,0.2,17.9,23,True
14718,2020-01-17,7.6,0.2,17.56,23,True
14719,2020-01-17,7.6,0.2,17.07,23,True
14720,2020-01-17,7.6,0.2,17.73,23,True
14721,2020-01-17,7.6,0.2,16.6,22,True
14722,2020-01-17,7.6,0.2,15.02,21,True
14723,2020-01-17,7.6,0.2,16.41,22,True
14724,2020-01-17,7.6,0.2,15.4,21,True
14725,2020-01-17,7.6,0.2,16.82,22,True
14726,2020-01-17,7.6,0.2,17.0,23,True
14727,2020-01-17,7.6,0.2,17.46,23,True
14728,2020-01-17,7.6,0.2,16.69,22,True
14729,2020-01-17,7.6,0.2,14.77,20,True
14730,2020-01-17,7.6,0.2,16.74,22,True
14731,2020-01-17,7.6,0.2,15.88,21,True
14732,2020-01-17,7.6,0.2,17.05,23,True
14733,2020-01-17,7.6,0.2,15.61,21,True
14734,2020-01-17,7.6,0.2,17.11,23,True
14735,2020-01-17,7.6,0.2,17.5,23,True
14736,2020-01-17,7.6,0.2,15.83,21,True
14737,2020-01-17,7.6,0.2,16.9,22,True
14738,2020-01-17,7.6,0.2,17.5,23,True
14739,2020-01-17,7.6,0.2,15.71,21,True
14740,2020-01-17,7.6,0.2,16.32,22,True
14741,2020-01-17,7.6,0.2,17.7,23,True
14742,2020-01-17,7.6,0.2,17.3,23,True
14743,2020-01-17,7.6,0.2,16.9,22,True
14744,2020-01-17,7.6,0.2,17.89,23,True
14745,2020-01-17,7.6,0.2,15.58,21,True
14746,2020-01-17,7.6,0.2,15.46,21,True
14747,2020-01-17,7.6,0.2,16.21,22,True
14748,2020-01-17,7.6,0.2,16.63,22,True
14749,2020-01-17,7.6,0.2,17.45,23,True
14750,2020-01-17,7.6,0.2,17.75,23,True
14751,2020-01-17,7.6,0.2,17.09,23,True
14752,2020-01-17,7.6,0.2,16.18,22,True
14753,2020-01-17,7.6,0.2,14.66,20,True
14754,2020-01-17,7.6,0.2,17.07,23,True
14755,2020-01-17,7.6,0.2,18.14,24,True
14756,2020-01-17,7.6,0.2,17.88,23,True
14757,2020-01-17,7.6,0.2,16.7,22,True
14758,2020-01-17,7.6,0.2,15.62,21,True
14759,2020-01-17,7.6,0.2,18.47,24,True
14760,2020-01-17,7.6,0.2,15.94,21,True
14761,2020-01-17,7.6,0.2,16.51,22,True
14762,2020-01-17,7.6,0.2,17.34,23,True
14763,2020-01-17,7.6,0.2,18.17,24,True
14764,2020-01-17,7.6,0.2,17.09,23,True
14765,2020-01-17,7.6,0.2,16.98,22,True
14766,2020-01-17,7.6,0.2,17.92,23,True
14767,2020-01-17,7.6,0.2,17.76,23,True
14768,2020-01-17,7.6,0.2,16.4,22,True
14769,2020-01-17,7.6,0.2,17.17,23,True
14770,2020-01-17,7.6,0.2,15.79,21,True
14771,2020-01-17,7.6,0.2,17.24,23,True
14772,2020-01-17,7.6,0.2,17.92,23,True
14773,2020-01-17,7.6,0.2,18.08,24,True
14774,2020-01-17,7.6,0.2,16.22,22,True
14775,2020-01-17,7.6,0.2,16.59,22,True
14776,2020-01-17,7.6,0.2,17.54,23,True
14777,2020-01-17,7.6,0.2,15.98,21,True
14778,2020-01-17,7.6,0.2,16.73,22,True
14779,2020-01-17,7.6,0.2,16.49,22,True
14780,2020-01-17,7.6,0.2,16.33,22,True
14781,2020-01-17,7.6,0.2,18.19,24,True
14782,2020-01-17,7.6,0.2,16.49,22,True
14783,2020-01-17,7.6,0.2,16.65,22,True
14784,2020-01-17,7.6,0.2,14.04,20,True
14785,2020-01-17,7.6,0.2,17.72,23,True
14786,2020-01-17,7.6,0.2,17.74,23,True
14787,2020-01-17,7.6,0.2,16.79,22,True
14788,2020-01-17,7.6,0.2,18.06,24,True
14789,2020-01-17,7.6,0.2,15.16,21,True
14790,2020-01-17,7.6,0.2,16.7,22,True
14791,2020-01-17,7.6,0.2,16.32,22,True
14792,2020-01-17,7.6,0.2,15.97,21,True
14793,2020-01-17,7.6,0.2,18.77,24,True
14794,2020-01-17,7.6,0.2,18.58,24,True
14795,2020-01-17,7.6,0.2,15.83,21,True
14796,2020-01-17,7.6,0.2,16.3,22,True
14797,2020-01-17,7.6,0.2,17.04,23,True
14798,2020-01-17,7.6,0.2,16.05,22,True
14799,2020-01-17,7.6,0.2,17.26,23,True
14800,2020-01-17,7.6,0.2,15.2,21,True
14801,2020-01-17,7.6,0.2,16.69,22,True
14802,2020-01-17,7.6,0.2,16.4,22,True
14803,2020-01-17,7.6,0.2,16.97,22,True
14804,2020-01-17,7.6,0.2,17.16,23,True
14805,2020-01-17,7.6,0.2,16.76,22,True
14806,2020-01-17,7.6,0.2,16.05,22,True
14807,2020-01-17,7.6,0.2,15.89,21,True
14808,2020-01-17,7.6,0.2,16.19,22,True
14809,2020-01-17,7.6,0.2,17.35,23,True
14810,2020-01-17,7.6,0.2,16.0,22,True
14811,2020-01-17,7.6,0.2,16.8,22,True
14812,2020-01-17,7.6,0.2,18.51,24,True
14813,2020-01-17,7.6,0.2,16.64,22,True
14814,2020-01-17,7.6,0.2,18.47,24,True
14815,2020-01-17,7.6,0.2,16.01,22,True
14816,2020-01-17,7.6,0.2,17.47,23,True
14817,2020-01-17,7.6,0.2,16.47,22,True
14818,2020-01-18,5.8,0.4,17.69,23,False
14819,2020-01-18,5.8,0.4,19.18,25,False
14820,2020-01-18,5.8,0.4,17.76,23,False
14821,2020-01-18,5.8,0.4,18.38,24,False
14822,2020-01-18,5.8,0.4,17.25,23,False
14823,2020-01-18,5.8,0.4,17.04,23,False
14824,2020-01-18,5.8,0.4,18.14,24,False
14825,2020-01-18,5.8,0.4,20.77,26,False
14826,2020-01-18,5.8,0.4,19.02,25,False
14827,2020-01-18,5.8,0.4,17.5,23,False
14828,2020-01-18,5.8,0.4,18.0,24,False
14829,2020-01-18,5.8,0.4,17.84,23,False
14830,2020-01-18,5.8,0.4,17.71,23,False
14831,2020-01-18,5.8,0.4,19.1,25,False
14832,2020-01-18,5.8,0.4,17.68,23,False
14833,2020-01-18,5.8,0.4,17.56,23,False
14834,2020-01-18,5.8,0.4,18.86,24,False
14835,2020-01-18,5.8,0.4,18.05,24,False
14836,2020-01-18,5.8,0.4,17.65,23,False
14837,2020-01-18,5.8,0.4,18.28,24,False
14838,2020-01-18,5.8,0.4,18.18,24,False
14839,2020-01-18,5.8,0.4,17.96,23,False
14840,2020-01-18,5.8,0.4,18.17,24,False
14841,2020-01-18,5.8,0.4,16.94,22,False
14842,2020-01-18,5.8,0.4,19.83,25,False
14843,2020-01-18,5.8,0.4,17.53,23,False
14844,2020-01-18,5.8,0.4,17.75,23,False
14845,2020-01-18,5.8,0.4,17.37,23,False
14846,2020-01-18,5.8,0.4,18.2,24,False
14847,2020-01-18,5.8,0.4,18.27,24,False
14848,2020-01-18,5.8,0.4,18.04,24,False
14849,2020-01-18,5.8,0.4,16.93,22,False
14850,2020-01-18,5.8,0.4,18.88,24,False
14851,2020-01-18,5.8,0.4,18.81,24,False
14852,2020-01-18,5.8,0.4,20.03,26,False
14853,2020-01-18,5.8,0.4,19.68,25,False
14854,2020-01-18,5.8,0.4,18.91,24,False
14855,2020-01-18,5.8,0.4,19.61,25,False
14856,2020-01-18,5.8,0.4,18.54,24,False
14857,2020-01-18,5.8,0.4,17.79,23,False
14858,2020-01-18,5.8,0.4,18.32,24,False
14859,2020-01-18,5.8,0.4,20.38,26,False
14860,2020-01-18,5.8,0.4,20.94,26,False
14861,2020-01-18,5.8,0.4,19.76,25,False
14862,2020-01-18,5.8,0.4,19.01,25,False
14863,2020-01-18,5.8,0.4,18.94,24,False
14864,2020-01-18,5.8,0.4,18.05,24,False
14865,2020-01-18,5.8,0.4,19.07,25,False
14866,2020-01-18,5.8,0.4,18.86,24,False
14867,2020-01-18,5.8,0.4,19.12,25,False
14868,2020-01-18,5.8,0.4,18.48,24,False
14869,2020-01-18,5.8,0.4,17.82,23,False
14870,2020-01-18,5.8,0.4,18.29,24,False
14871,2020-01-18,5.8,0.4,16.75,22,False
14872,2020-01-18,5.8,0.4,18.52,24,False
14873,2020-01-18,5.8,0.4,18.79,24,False
14874,2020-01-18,5.8,0.4,19.84,25,False
14875,2020-01-18,5.8,0.4,18.74,24,False
14876,2020-01-18,5.8,0.4,17.58,23,False
14877,2020-01-18,5.8,0.4,18.94,24,False
14878,2020-01-18,5.8,0.4,18.57,24,False
14879,2020-01-18,5.8,0.4,19.78,25,False
14880,2020-01-18,5.8,0.4,17.09,23,False
14881,2020-01-18,5.8,0.4,19.37,25,False
14882,2020-01-18,5.8,0.4,20.97,26,False
14883,2020-01-18,5.8,0.4,19.41,25,False
14884,2020-01-18,5.8,0.4,17.86,23,False
14885,2020-01-18,5.8,0.4,19.36,25,False
14886,2020-01-18,5.8,0.4,18.29,24,False
14887,2020-01-18,5.8,0.4,17.38,23,False
14888,2020-01-18,5.8,0.4,19.19,25,False
14889,2020-01-18,5.8,0.4,17.37,23,False
14890,2020-01-18,5.8,0.4,19.58,25,False
14891,2020-01-18,5.8,0.4,20.12,26,False
14892,2020-01-18,5.8,0.4,20.64,26,False
14893,2020-01-18,5.8,0.4,17.26,23,False
14894,2020-01-18,5.8,0.4,19.34,25,False
14895,2020-01-18,5.8,0.4,18.11,24,False
14896,2020-01-18,5.8,0.4,17.87,23,False
14897,2020-01-18,5.8,0.4,17.18,23,False
14898,2020-01-18,5.8,0.4,19.24,25,False
14899,2020-01-18,5.8,0.4,19.28,25,False
14900,2020-01-18,5.8,0.4,18.73,24,False
14901,2020-01-18,5.8,0.4,17.8,23,False
14902,2020-01-18,5.8,0.4,18.6,24,False
14903,2020-01-18,5.8,0.4,18.01,24,False
14904,2020-01-18,5.8,0.4,18.57,24,False
14905,2020-01-18,5.8,0.4,18.58,24,False
14906,2020-01-18,5.8,0.4,18.16,24,False
14907,2020-01-18,5.8,0.4,18.22,24,False
14908,2020-01-18,5.8,0.4,17.72,23,False
14909,2020-01-18,5.8,0.4,20.48,26,False
14910,2020-01-18,5.8,0.4,19.23,25,False
14911,2020-01-18,5.8,0.4,17.87,23,False
14912,2020-01-18,5.8,0.4,18.69,24,False
14913,2020-01-18,5.8,0.4,17.93,23,False
14914,2020-01-18,5.8,0.4,18.25,24,False
14915,2020-01-18,5.8,0.4,16.53,22,False
14916,2020-01-18,5.8,0.4,17.95,23,False
14917,2020-01-18,5.8,0.4,17.35,23,False
14918,2020-01-18,5.8,0.4,19.57,25,False
14919,2020-01-18,5.8,0.4,18.58,24,False
14920,2020-01-18,5.8,0.4,18.79,24,False
14921,2020-01-18,5.8,0.4,20.36,26,False
14922,2020-01-18,5.8,0.4,17.26,23,False
14923,2020-01-18,5.8,0.4,17.75,23,False
14924,2020-01-18,5.8,0.4,17.28,23,False
14925,2020-01-18,5.8,0.4,19.66,25,False
14926,2020-01-18,5.8,0.4,19.19,25,False
14927,2020-01-18,5.8,0.4,17.82,23,False
14928,2020-01-18,5.8,0.4,18.49,24,False
14929,2020-01-18,5.8,0.4,18.81,24,False
14930,2020-01-18,5.8,0.4,18.02,24,False
14931,2020-01-18,5.8,0.4,16.03,22,False
14932,2020-01-18,5.8,0.4,17.87,23,False
14933,2020-01-18,5.8,0.4,19.26,25,False
14934,2020-01-18,5.8,0.4,18.11,24,False
14935,2020-01-18,5.8,0.4,18.78,24,False
14936,2020-01-18,5.8,0.4,18.24,24,False
14937,2020-01-18,5.8,0.4,17.54,23,False
14938,2020-01-18,5.8,0.4,18.31,24,False
14939,2020-01-18,5.8,0.4,17.8,23,False
14940,2020-01-18,5.8,0.4,20.18,26,False
14941,2020-01-18,5.8,0.4,18.45,24,False
14942,2020-01-18,5.8,0.4,17.25,23,False
14943,2020-01-18,5.8,0.4,17.87,23,False
14944,2020-01-18,5.8,0.4,16.71,22,False
14945,2020-01-18,5.8,0.4,18.58,24,False
14946,2020-01-18,5.8,0.4,18.44,24,False
14947,2020-01-18,5.8,0.4,17.53,23,False
14948,2020-01-18,5.8,0.4,18.77,24,False
14949,2020-01-18,5.8,0.4,18.59,24,False
14950,2020-01-18,5.8,0.4,16.89,22,False
14951,2020-01-18,5.8,0.4,17.1,23,False
14952,2020-01-18,5.8,0.4,18.32,24,False
14953,2020-01-18,5.8,0.4,19.82,25,False
14954,2020-01-18,5.8,0.4,17.33,23,False
14955,2020-01-18,5.8,0.4,19.84,25,False
14956,2020-01-18,5.8,0.4,18.01,24,False
14957,2020-01-18,5.8,0.4,17.58,23,False
14958,2020-01-18,5.8,0.4,19.7,25,False
14959,2020-01-18,5.8,0.4,19.02,25,False
14960,2020-01-18,5.8,0.4,17.96,23,False
14961,2020-01-18,5.8,0.4,19.29,25,False
14962,2020-01-19,3.4,0.3,24.16,30,False
14963,2020-01-19,3.4,0.3,20.83,26,False
14964,2020-01-19,3.4,0.3,21.22,27,False
14965,2020-01-19,3.4,0.3,23.24,29,False
14966,2020-01-19,3.4,0.3,22.95,28,False
14967,2020-01-19,3.4,0.3,22.15,28,False
14968,2020-01-19,3.4,0.3,22.89,28,False
14969,2020-01-19,3.4,0.3,22.8,28,False
14970,2020-01-19,3.4,0.3,24.02,30,False
14971,2020-01-19,3.4,0.3,24.97,30,False
14972,2020-01-19,3.4,0.3,22.88,28,False
14973,2020-01-19,3.4,0.3,21.8,27,False
14974,2020-01-19,3.4,0.3,24.49,30,False
14975,2020-01-19,3.4,0.3,24.15,30,False
14976,2020-01-19,3.4,0.3,22.17,28,False
14977,2020-01-19,3.4,0.3,23.19,29,False
14978,2020-01-19,3.4,0.3,22.52,28,False
14979,2020-01-19,3.4,0.3,22.7,28,False
14980,2020-01-19,3.4,0.3,23.17,29,False
14981,2020-01-19,3.4,0.3,25.19,31,False
14982,2020-01-19,3.4,0.3,22.81,28,False
14983,2020-01-19,3.4,0.3,22.57,28,False
14984,2020-01-19,3.4,0.3,23.84,29,False
14985,2020-01-19,3.4,0.3,23.55,29,False
14986,2020-01-19,3.4,0.3,22.4,28,False
14987,2020-01-19,3.4,0.3,23.34,29,False
14988,2020-01-19,3.4,0.3,21.03,27,False
14989,2020-01-19,3.4,0.3,23.36,29,False
14990,2020-01-19,3.4,0.3,22.01,28,False
14991,2020-01-19,3.4,0.3,23.02,29,False
14992,2020-01-19,3.4,0.3,22.09,28,False
14993,2020-01-19,3.4,0.3,22.32,28,False
14994,2020-01-19,3.4,0.3,24.09,30,False
14995,2020-01-19,3.4,0.3,22.65,28,False
14996,2020-01-19,3.4,0.3,22.44,28,False
14997,2020-01-19,3.4,0.3,23.11,29,False
14998,2020-01-19,3.4,0.3,23.24,29,False
14999,2020-01-19,3.4,0.3,23.18,29,False
15000,2020-01-19,3.4,0.3,24.1,30,False
15001,2020-01-19,3.4,0.3,25.13,31,False
15002,2020-01-19,3.4,0.3,22.77,28,False
15003,2020-01-19,3.4,0.3,24.92,30,False
15004,2020-01-19,3.4,0.3,23.22,29,False
15005,2020-01-19,3.4,0.3,22.82,28,False
15006,2020-01-19,3.4,0.3,21.61,27,False
15007,2020-01-19,3.4,0.3,24.67,30,False
15008,2020-01-19,3.4,0.3,21.65,27,False
15009,2020-01-19,3.4,0.3,22.23,28,False
15010,2020-01-19,3.4,0.3,21.89,27,False
15011,2020-01-19,3.4,0.3,20.02,26,False
15012,2020-01-19,3.4,0.3,23.56,29,False
15013,2020-01-19,3.4,0.3,24.43,30,False
15014,2020-01-19,3.4,0.3,22.82,28,False
15015,2020-01-19,3.4,0.3,22.78,28,False
15016,2020-01-19,3.4,0.3,23.42,29,False
15017,2020-01-19,3.4,0.3,23.44,29,False
15018,2020-01-19,3.4,0.3,22.27,28,False
15019,2020-01-19,3.4,0.3,21.14,27,False
15020,2020-01-19,3.4,0.3,23.98,29,False
15021,2020-01-19,3.4,0.3,22.82,28,False
15022,2020-01-19,3.4,0.3,22.96,28,False
15023,2020-01-19,3.4,0.3,24.96,30,False
15024,2020-01-19,3.4,0.3,22.32,28,False
15025,2020-01-19,3.4,0.3,21.77,27,False
15026,2020-01-19,3.4,0.3,23.33,29,False
15027,2020-01-19,3.4,0.3,22.59,28,False
15028,2020-01-19,3.4,0.3,22.96,28,False
15029,2020-01-19,3.4,0.3,21.38,27,False
15030,2020-01-19,3.4,0.3,22.39,28,False
15031,2020-01-19,3.4,0.3,23.65,29,False
15032,2020-01-19,3.4,0.3,20.73,26,False
15033,2020-01-19,3.4,0.3,19.28,25,False
15034,2020-01-19,3.4,0.3,23.39,29,False
15035,2020-01-19,3.4,0.3,23.55,29,False
15036,2020-01-19,3.4,0.3,22.33,28,False
15037,2020-01-19,3.4,0.3,22.41,28,False
15038,2020-01-19,3.4,0.3,23.26,29,False
15039,2020-01-19,3.4,0.3,21.68,27,False
15040,2020-01-19,3.4,0.3,20.55,26,False
15041,2020-01-19,3.4,0.3,23.32,29,False
15042,2020-01-19,3.4,0.3,23.55,29,False
15043,2020-01-19,3.4,0.3,23.41,29,False
15044,2020-01-19,3.4,0.3,23.02,29,False
15045,2020-01-19,3.4,0.3,23.45,29,False
15046,2020-01-19,3.4,0.3,21.66,27,False
15047,2020-01-19,3.4,0.3,22.09,28,False
15048,2020-01-19,3.4,0.3,24.05,30,False
15049,2020-01-19,3.4,0.3,23.16,29,False
15050,2020-01-19,3.4,0.3,21.82,27,False
15051,2020-01-19,3.4,0.3,23.22,29,False
15052,2020-01-19,3.4,0.3,23.24,29,False
15053,2020-01-19,3.4,0.3,23.1,29,False
15054,2020-01-19,3.4,0.3,22.04,28,False
15055,2020-01-19,3.4,0.3,21.83,27,False
15056,2020-01-19,3.4,0.3,22.17,28,False
15057,2020-01-19,3.4,0.3,25.6,31,False
15058,2020-01-19,3.4,0.3,21.62,27,False
15059,2020-01-19,3.4,0.3,23.65,29,False
15060,2020-01-19,3.4,0.3,21.4,27,False
15061,2020-01-19,3.4,0.3,22.9,28,False
15062,2020-01-19,3.4,0.3,22.79,28,False
15063,2020-01-19,3.4,0.3,21.94,27,False
15064,2020-01-19,3.4,0.3,24.45,30,False
15065,2020-01-19,3.4,0.3,22.31,28,False
15066,2020-01-19,3.4,0.3,23.7,29,False
15067,2020-01-19,3.4,0.3,22.65,28,False
15068,2020-01-19,3.4,0.3,25.36,31,False
15069,2020-01-19,3.4,0.3,22.08,28,False
15070,2020-01-19,3.4,0.3,23.44,29,False
15071,2020-01-19,3.4,0.3,22.38,28,False
15072,2020-01-19,3.4,0.3,22.06,28,False
15073,2020-01-19,3.4,0.3,22.0,28,False
15074,2020-01-19,3.4,0.3,22.97,28,False
15075,2020-01-19,3.4,0.3,22.48,28,False
15076,2020-01-19,3.4,0.3,21.68,27,False
15077,2020-01-19,3.4,0.3,23.95,29,False
15078,2020-01-19,3.4,0.3,23.65,29,False
15079,2020-01-19,3.4,0.3,23.17,29,False
15080,2020-01-19,3.4,0.3,23.92,29,False
15081,2020-01-19,3.4,0.3,22.39,28,False
15082,2020-01-19,3.4,0.3,22.87,28,False
15083,2020-01-19,3.4,0.3,22.3,28,False
15084,2020-01-19,3.4,0.3,23.11,29,False
15085,2020-01-19,3.4,0.3,22.37,28,False
15086,2020-01-19,3.4,0.3,21.38,27,False
15087,2020-01-19,3.4,0.3,22.96,28,False
15088,2020-01-19,3.4,0.3,22.89,28,False
15089,2020-01-19,3.4,0.3,23.68,29,False
15090,2020-01-19,3.4,0.3,23.48,29,False
15091,2020-01-19,3.4,0.3,22.75,28,False
15092,2020-01-19,3.4,0.3,24.43,30,False
15093,2020-01-19,3.4,0.3,22.65,28,False
15094,2020-01-19,3.4,0.3,23.05,29,False
15095,2020-01-19,3.4,0.3,22.73,28,False
15096,2020-01-19,3.4,0.3,23.77,29,False
15097,2020-01-19,3.4,0.3,23.7,29,False
15098,2020-01-19,3.4,0.3,23.59,29,False
15099,2020-01-19,3.4,0.3,23.57,29,False
15100,2020-01-19,3.4,0.3,21.58,27,False
15101,2020-01-19,3.4,0.3,22.57,28,False
15102,2020-01-19,3.4,0.3,22.24,28,False
15103,2020-01-19,3.4,0.3,22.38,28,False
15104,2020-01-19,3.4,0.3,25.01,31,False
15105,2020-01-19,3.4,0.3,23.3,29,False
15106,2020-01-19,3.4,0.3,22.73,28,False
15107,2020-01-19,3.4,0.3,23.67,29,False
15108,2020-01-19,3.4,0.3,22.1,28,False
15109,2020-01-19,3.4,0.3,23.91,29,False
15110,2020-01-19,3.4,0.3,23.32,29,False
15111,2020-01-19,3.4,0.3,23.78,29,False
15112,2020-01-19,3.4,0.3,22.6,28,False
15113,2020-01-19,3.4,0.3,23.89,29,False
15114,2020-01-19,3.4,0.3,21.66,27,False
15115,2020-01-19,3.4,0.3,23.36,29,False
15116,2020-01-19,3.4,0.3,22.99,28,False
15117,2020-01-19,3.4,0.3,23.59,29,False
15118,2020-01-19,3.4,0.3,21.92,27,False
15119,2020-01-19,3.4,0.3,23.81,29,False
15120,2020-01-19,3.4,0.3,21.8,27,False
15121,2020-01-19,3.4,0.3,23.17,29,False
15122,2020-01-19,3.4,0.3,24.2,30,False
15123,2020-01-19,3.4,0.3,24.05,30,False
15124,2020-01-19,3.4,0.3,22.69,28,False
15125,2020-01-19,3.4,0.3,24.07,30,False
15126,2020-01-19,3.4,0.3,23.05,29,False
15127,2020-01-19,3.4,0.3,23.41,29,False
15128,2020-01-19,3.4,0.3,24.37,30,False
15129,2020-01-19,3.4,0.3,22.27,28,False
15130,2020-01-19,3.4,0.3,22.28,28,False
15131,2020-01-19,3.4,0.3,22.47,28,False
15132,2020-01-19,3.4,0.3,23.02,29,False
15133,2020-01-19,3.4,0.3,23.63,29,False
15134,2020-01-19,3.4,0.3,23.99,29,False
15135,2020-01-19,3.4,0.3,21.37,27,False
15136,2020-01-19,3.4,0.3,22.31,28,False
15137,2020-01-19,3.4,0.3,24.09,30,False
15138,2020-01-19,3.4,0.3,21.58,27,False
15139,2020-01-19,3.4,0.3,20.97,26,False
15140,2020-01-19,3.4,0.3,21.27,27,False
15141,2020-01-19,3.4,0.3,22.75,28,False
15142,2020-01-19,3.4,0.3,22.37,28,False
15143,2020-01-19,3.4,0.3,21.28,27,False
15144,2020-01-19,3.4,0.3,24.38,30,False
15145,2020-01-19,3.4,0.3,23.52,29,False
15146,2020-01-19,3.4,0.3,23.27,29,False
15147,2020-01-19,3.4,0.3,23.16,29,False
15148,2020-01-19,3.4,0.3,23.03,29,False
15149,2020-01-19,3.4,0.3,21.8,27,False
15150,2020-01-19,3.4,0.3,23.21,29,False
15151,2020-01-20,7.2,0.0,22.53,28,True
15152,2020-01-20,7.2,0.0,24.71,30,True
15153,2020-01-20,7.2,0.0,22.36,28,True
15154,2020-01-20,7.2,0.0,20.68,26,True
15155,2020-01-20,7.2,0.0,23.87,29,True
15156,2020-01-20,7.2,0.0,20.99,26,True
15157,2020-01-20,7.2,0.0,22.11,28,True
15158,2020-01-20,7.2,0.0,23.08,29,True
15159,2020-01-20,7.2,0.0,22.32,28,True
15160,2020-01-20,7.2,0.0,21.14,27,True
15161,2020-01-20,7.2,0.0,20.99,26,True
15162,2020-01-20,7.2,0.0,21.15,27,True
15163,2020-01-20,7.2,0.0,21.62,27,True
15164,2020-01-20,7.2,0.0,22.5,28,True
15165,2020-01-20,7.2,0.0,20.98,26,True
15166,2020-01-20,7.2,0.0,22.7,28,True
15167,2020-01-20,7.2,0.0,23.38,29,True
15168,2020-01-20,7.2,0.0,22.09,28,True
15169,2020-01-20,7.2,0.0,22.63,28,True
15170,2020-01-20,7.2,0.0,22.54,28,True
15171,2020-01-20,7.2,0.0,22.07,28,True
15172,2020-01-20,7.2,0.0,22.97,28,True
15173,2020-01-20,7.2,0.0,21.28,27,True
15174,2020-01-20,7.2,0.0,23.32,29,True
15175,2020-01-20,7.2,0.0,21.55,27,True
15176,2020-01-20,7.2,0.0,22.78,28,True
15177,2020-01-20,7.2,0.0,22.49,28,True
15178,2020-01-20,7.2,0.0,22.77,28,True
15179,2020-01-20,7.2,0.0,21.5,27,True
15180,2020-01-20,7.2,0.0,23.39,29,True
15181,2020-01-20,7.2,0.0,21.49,27,True
15182,2020-01-20,7.2,0.0,22.41,28,True
15183,2020-01-20,7.2,0.0,21.9,27,True
15184,2020-01-20,7.2,0.0,23.24,29,True
15185,2020-01-20,7.2,0.0,22.28,28,True
15186,2020-01-20,7.2,0.0,21.33,27,True
15187,2020-01-20,7.2,0.0,22.37,28,True
15188,2020-01-20,7.2,0.0,21.16,27,True
15189,2020-01-20,7.2,0.0,21.37,27,True
15190,2020-01-20,7.2,0.0,22.68,28,True
15191,2020-01-20,7.2,0.0,22.45,28,True
15192,2020-01-20,7.2,0.0,22.87,28,True
15193,2020-01-20,7.2,0.0,22.34,28,True
15194,2020-01-20,7.2,0.0,22.88,28,True
15195,2020-01-20,7.2,0.0,22.92,28,True
15196,2020-01-20,7.2,0.0,21.53,27,True
15197,2020-01-20,7.2,0.0,21.43,27,True
15198,2020-01-20,7.2,0.0,22.72,28,True
15199,2020-01-20,7.2,0.0,22.95,28,True
15200,2020-01-20,7.2,0.0,21.1,27,True
15201,2020-01-20,7.2,0.0,20.52,26,True
15202,2020-01-20,7.2,0.0,22.78,28,True
15203,2020-01-20,7.2,0.0,22.43,28,True
15204,2020-01-20,7.2,0.0,23.17,29,True
15205,2020-01-20,7.2,0.0,25.0,31,True
15206,2020-01-20,7.2,0.0,21.78,27,True
15207,2020-01-20,7.2,0.0,21.97,27,True
15208,2020-01-20,7.2,0.0,24.66,30,True
15209,2020-01-20,7.2,0.0,22.16,28,True
15210,2020-01-20,7.2,0.0,23.45,29,True
15211,2020-01-20,7.2,0.0,21.45,27,True
15212,2020-01-20,7.2,0.0,23.13,29,True
15213,2020-01-20,7.2,0.0,22.02,28,True
15214,2020-01-20,7.2,0.0,22.73,28,True
15215,2020-01-20,7.2,0.0,22.57,28,True
15216,2020-01-20,7.2,0.0,21.66,27,True
15217,2020-01-20,7.2,0.0,22.24,28,True
15218,2020-01-20,7.2,0.0,21.76,27,True
15219,2020-01-20,7.2,0.0,23.72,29,True
15220,2020-01-20,7.2,0.0,21.83,27,True
15221,2020-01-20,7.2,0.0,22.61,28,True
15222,2020-01-20,7.2,0.0,22.37,28,True
15223,2020-01-20,7.2,0.0,24.0,29,True
15224,2020-01-20,7.2,0.0,22.4,28,True
15225,2020-01-20,7.2,0.0,22.57,28,True
15226,2020-01-20,7.2,0.0,20.79,26,True
15227,2020-01-20,7.2,0.0,22.52,28,True
15228,2020-01-20,7.2,0.0,20.93,26,True
15229,2020-01-20,7.2,0.0,20.86,26,True
15230,2020-01-20,7.2,0.0,22.8,28,True
15231,2020-01-20,7.2,0.0,23.81,29,True
15232,2020-01-20,7.2,0.0,21.35,27,True
15233,2020-01-20,7.2,0.0,22.88,28,True
15234,2020-01-20,7.2,0.0,23.13,29,True
15235,2020-01-20,7.2,0.0,21.41,27,True
15236,2020-01-20,7.2,0.0,23.1,29,True
15237,2020-01-20,7.2,0.0,21.88,27,True
15238,2020-01-20,7.2,0.0,25.07,31,True
15239,2020-01-20,7.2,0.0,21.98,27,True
15240,2020-01-20,7.2,0.0,23.78,29,True
15241,2020-01-20,7.2,0.0,21.96,27,True
15242,2020-01-20,7.2,0.0,23.47,29,True
15243,2020-01-20,7.2,0.0,20.64,26,True
15244,2020-01-20,7.2,0.0,21.58,27,True
15245,2020-01-20,7.2,0.0,21.49,27,True
15246,2020-01-20,7.2,0.0,23.18,29,True
15247,2020-01-20,7.2,0.0,21.79,27,True
15248,2020-01-20,7.2,0.0,20.91,26,True
15249,2020-01-20,7.2,0.0,23.05,29,True
15250,2020-01-20,7.2,0.0,22.31,28,True
15251,2020-01-20,7.2,0.0,22.75,28,True
